item_type,brand,name,price,socket,form_factor,max_memory,memory_slots,color
mobo,MSI, MPG Z690 EDGE WIFI DDR4,1598.88,LGA1700,ATX,128,4,Black / Gray
mobo,Asus, PROART B650-CREATOR,996.55,AM5,ATX,192,4,Black / Copper
mobo,Gigabyte, B450 I AORUS PRO WIFI,845.06,AM4,Mini ITX,64,2,Black / Silver
mobo,MSI, PRO Z790-A WIFI DDR4,844.89,LGA1700,ATX,128,4,Black / Silver
mobo,ASRock, B760 Pro RS,649.91,LGA1700,ATX,192,4,Silver / Black
mobo,ASRock, X670E Pro RS,953.22,AM5,ATX,192,4,Black
mobo,Gigabyte, B760I AORUS PRO DDR4,823.23,LGA1700,Mini ITX,64,2,Black / Gray
mobo,Asus, PRIME B450M-A,899.1,AM4,Micro ATX,64,4,Black
mobo,Gigabyte, A620M GAMING X,519.92,AM5,Micro ATX,192,4,Brown / Gray
mobo,Asus, PRIME B450-PLUS,567.45,AM4,ATX,64,4,Black / Silver
mobo,Gigabyte, B760M D3H,628.24,LGA1700,Micro ATX,192,4,Black / Gray
mobo,Gigabyte, Z790 AORUS MASTER X,2166.46,LGA1700,EATX,192,4,Black
mobo,ASRock, X570 Phantom Gaming 4S,17071.02,AM4,ATX,128,4,Black
mobo,ASRock, Z790M-ITX WIFI,996.55,LGA1700,Mini ITX,96,2,Black
mobo,Asus, TUF GAMING B450-PLUS II,587.47,AM4,ATX,128,4,Black
mobo,Gigabyte, A620M GAMING X AX,552.67,AM5,Micro ATX,192,4,Brown / Gray
mobo,ASRock, H670M-ITX/ax,719.23,LGA1700,Mini ITX,64,2,Silver / Black
mobo,Gigabyte, B760 DS3H AC DDR4,606.58,LGA1700,ATX,128,4,Black
mobo,Asus, ROG STRIX Z390-E GAMING,1581.54,LGA1151,ATX,128,4,Black
mobo,Asus, ROG STRIX B760-A GAMING WIFI D4,931.55,LGA1700,ATX,128,4,Silver / Black
mobo,Asus, PRIME Z790-P WIFI D4,953.22,LGA1700,ATX,128,4,Black / Silver
mobo,ASRock, Z690 Phantom Gaming-ITX/TB4,844.89,LGA1700,Mini ITX,96,2,Black / Red
mobo,Asus, ROG STRIX B550-F GAMING (WI-FI),1425.56,AM4,ATX,128,4,Black
mobo,Gigabyte, Z790 AORUS PRO X WIFI7,1516.51,LGA1700,ATX,192,4,Black
mobo,MSI, MPG B760M EDGE TI WIFI,996.55,LGA1700,Micro ATX,192,4,Silver / Black
mobo,Gigabyte, B450 AORUS PRO WIFI (rev. 1.0),1028.05,AM4,ATX,64,4,Black / Silver
mobo,Asus, TUF GAMING B760M-PLUS WIFI D4,1110.33,LGA1700,Micro ATX,128,4,Black / Orange
mobo,Asus, PRIME B650M-A AX II,693.24,AM5,Micro ATX,192,4,Black / Silver
mobo,ASRock, Z790 Steel Legend WiFi,996.55,LGA1700,ATX,192,4,Silver / Black
mobo,Gigabyte, Z790I AORUS ULTRA,1256.53,LGA1700,Mini ITX,96,2,Silver / Black
mobo,Gigabyte, GA-H270N-WIFI,909.89,LGA1151,Mini ITX,32,2,Black / Silver
mobo,ASRock, Z790 PRO RS WIFI,814.56,LGA1700,ATX,192,4,Silver / Black
mobo,Gigabyte, B650E AORUS MASTER,1941.27,AM5,ATX,192,4,Black / Silver
mobo,Gigabyte, H510M S2H V3,391.75,LGA1200,Micro ATX,64,2,Gray / Black
mobo,Asus, PRIME H510M-E,498.25,LGA1200,Micro ATX,64,2,Silver / Black
mobo,Gigabyte, Z790 D AC,801.56,LGA1700,ATX,192,4,Gray / Black
mobo,Gigabyte, X570 AORUS ELITE WIFI,1386.52,AM4,ATX,128,4,Black
mobo,MSI, MPG Z390 GAMING EDGE AC,1733.16,LGA1151,ATX,128,4,Black / Silver
mobo,MSI, B450-A PRO MAX,628.16,AM4,ATX,64,4,Brown / Black
mobo,Asus, PRIME X570-PRO,1987.59,AM4,ATX,128,4,Black / White
mobo,Gigabyte, B760M DS3H AX DDR4,713.13,LGA1700,Micro ATX,128,4,Black
mobo,Gigabyte, B450 AORUS M,666.85,AM4,Micro ATX,64,4,Black / Gray
mobo,Asus, PRIME H610M-A WIFI D4,659.22,LGA1700,Micro ATX,64,2,Black / Silver
mobo,MSI, MEG Z790 ACE,2036.47,LGA1700,EATX,192,4,Gold / Black
mobo,ASRock, Z790 PG Lightning/D4,996.68,LGA1700,ATX,128,4,Black
mobo,ASRock, A620M-HDV/M.2,476.59,AM5,Micro ATX,96,2,Gray / Black
mobo,MSI, X470 GAMING PLUS MAX,866.56,AM4,ATX,64,4,Black
mobo,ASRock, X570 Phantom Gaming 4 WiFi ax,563.25,AM4,ATX,128,4,Black
mobo,Asus, PRIME Z270-A,1653.0,LGA1151,ATX,64,4,Black / White
mobo,ASRock, B450 Pro4 R2.0,500.72,AM4,ATX,128,4,Black
mobo,Gigabyte, Z690 AORUS ELITE AX DDR4,1122.2,LGA1700,ATX,128,4,Black / Silver
mobo,Asus, ROG Strix X570-I Gaming,2335.49,AM4,Mini ITX,64,2,Black
mobo,Gigabyte, A520 AORUS ELITE,515.71,AM4,ATX,128,4,Black / Orange
mobo,ASRock, B650M PG RIPTIDE,803.03,AM5,Micro ATX,192,4,Black
mobo,Asus, ROG STRIX Z690-F GAMING WIFI,1412.56,LGA1700,ATX,192,4,Black / Silver
mobo,ASRock, Z790 PG LIGHTNING,909.89,LGA1700,ATX,192,4,Black
mobo,Asus, PRIME B660M-K D4,493.62,LGA1700,Micro ATX,64,2,Silver / Black
mobo,Gigabyte, B650 AORUS PRO AX,1589.56,AM5,ATX,192,4,Black
mobo,Asus, H110M-K,823.23,LGA1151,Micro ATX,32,2,Black / Gold
mobo,Gigabyte, B760 DS3H AC,671.57,LGA1700,ATX,192,4,Gray / Black
mobo,Asus, PRIME Z690-P WIFI,779.9,LGA1700,ATX,192,4,Silver / Black
mobo,Gigabyte, B450 AORUS ELITE,688.51,AM4,ATX,64,4,Black / Silver
mobo,Asus, ROG STRIX Z790-A GAMING WIFI,1461.3,LGA1700,ATX,192,4,Silver / Black
mobo,MSI, MEG Z790 GODLIKE,4989.15,LGA1700,EATX,192,4,Black
mobo,MSI, MPG Z790 CARBON MAX WIFI II,2036.47,LGA1700,ATX,256,4,Black
mobo,Asus, TUF GAMING B450M-PLUS II,617.15,AM4,Micro ATX,128,4,Black
mobo,Gigabyte, B650 AERO G,1126.54,AM5,ATX,192,4,Black / Silver
mobo,ASRock, B550M Phantom Gaming 4,454.92,AM4,Micro ATX,128,4,Black
mobo,Asus, ROG STRIX B660-A GAMING WIFI D4,953.22,LGA1700,ATX,128,4,Silver / Black
mobo,Gigabyte, B760M GAMING X AX DDR4,834.54,LGA1700,Micro ATX,128,4,Black
mobo,Asus, PRIME X570-P,1249.16,AM4,ATX,128,4,Black / White
mobo,MSI, MAG B550M MORTAR WIFI,1255.7,AM4,Micro ATX,128,4,Silver / Black
mobo,Gigabyte, Z790 AERO G,1126.54,LGA1700,ATX,192,4,
mobo,MSI, PRO B760-P DDR4 II,742.89,LGA1700,ATX,128,4,Black
mobo,ASRock, X570 Steel Legend,606.58,AM4,ATX,128,4,Black / Silver
mobo,Asus, TUF GAMING X570-PLUS,1255.96,AM4,ATX,128,4,Black / Gold
mobo,Gigabyte, B650M GAMING PLUS WF,693.24,AM5,Micro ATX,192,4,Silver / Black
mobo,MSI, B560M PRO-E,580.58,LGA1200,Micro ATX,64,2,Black
mobo,Asus, ROG Strix X570-E Gaming,2638.8,AM4,ATX,128,4,Black
mobo,Gigabyte, H410M S2H V2,373.24,LGA1200,Micro ATX,64,2,Black / Gray
mobo,Asus, TUF GAMING B660M-PLUS WIFI,1017.65,LGA1700,Micro ATX,192,4,Yellow / Black
mobo,Gigabyte, H610M K DDR4,424.55,LGA1700,Micro ATX,64,2,Black
mobo,ASRock, X570S PG Riptide,606.58,AM4,ATX,128,4,Black
mobo,Asus, ProArt B760-CREATOR WIFI,953.22,LGA1700,ATX,192,4,Black
mobo,MSI, B350M BAZOOKA,693.28,AM4,Micro ATX,64,4,Black / White
mobo,Asus, ROG STRIX Z490-E GAMING,2074.03,LGA1200,ATX,128,4,Black
mobo,ASRock, H610M-ITX/eDP,472.17,LGA1700,Mini ITX,64,2,Silver / Black
mobo,Asus, ROG ZENITH EXTREME ALPHA,3899.66,sTR4,EATX,128,8,Black
mobo,MSI, PRO Z690-A DDR4,823.23,LGA1700,ATX,128,4,Black / Silver
mobo,ASRock, X570 Steel Legend WiFi ax,649.91,AM4,ATX,128,4,Black / Silver
mobo,Gigabyte, Z390 UD,909.89,LGA1151,ATX,128,4,Black / Silver
mobo,Gigabyte, Z790 UD AX,1155.09,LGA1700,ATX,192,4,Black
mobo,Asus, TUF GAMING B760M-PLUS WIFI,823.23,LGA1700,Micro ATX,192,4,Black / Orange
mobo,ASRock, Z77 Extreme4,1299.86,LGA1155,ATX,32,4,Brown / Black
mobo,Asus, Z170-A,1436.35,LGA1151,ATX,64,4,Black / White
mobo,ASRock, B550 Steel Legend,671.62,AM4,ATX,128,4,Silver / Black
mobo,ASRock, Z790 Taichi Carrara,1689.83,LGA1700,EATX,192,4,White / Black
mobo,Asus, TUF GAMING B760-PLUS WIFI D4,909.06,LGA1700,ATX,192,4,Black / Orange
mobo,Asus, PRIME Z790M-PLUS D4,836.27,LGA1700,Micro ATX,128,4,Black / Silver
mobo,Asus, Prime X299-A II,1126.54,LGA2066,ATX,256,8,Silver / Black
mobo,Gigabyte, TRX40 AORUS MASTER,3048.31,sTRX4,EATX,256,8,Black / Silver
mobo,ASRock, X570 Taichi,922.89,AM4,ATX,128,4,Black / Silver
mobo,ASRock, Z790 PG-ITX/TB4,1599.74,LGA1700,Mini ITX,96,2,Black
mobo,Asus, TUF GAMING H570-PRO WIFI,1234.86,LGA1200,ATX,128,4,Black / Silver
mobo,Asus, PRIME B550M-A,467.36,AM4,Micro ATX,128,4,Black / White
mobo,Gigabyte, H610I DDR4,798.23,LGA1700,Mini ITX,64,2,Black / Gray
mobo,Asus, PRIME B550M-A AC,433.3,AM4,Micro ATX,128,4,Black / Silver
mobo,Gigabyte, Z790 AORUS ELITE AX DDR4,970.59,LGA1700,ATX,128,4,Black
mobo,Asus, ROG MAXIMUS XI HERO (WI-FI),1902.19,LGA1151,ATX,128,4,Black
mobo,Asus, ROG MAXIMUS Z690 HERO,2162.17,LGA1700,ATX,192,4,Black / Silver
mobo,ASRock, Z790 PG SONIC,823.23,LGA1700,ATX,192,4,Black / Blue
mobo,ASRock, X570 Pro4,563.25,AM4,ATX,128,4,Black / Silver
mobo,Asus, ROG MAXIMUS Z690 FORMULA,1989.93,LGA1700,ATX,192,4,Silver / Black
mobo,Asus, TUF GAMING B650-E WIFI,823.23,AM5,ATX,192,4,Black / Orange
mobo,Asus, PRIME Z690-A,1122.2,LGA1700,ATX,192,4,Silver / Black
mobo,Gigabyte, A620M DS3H,618.02,AM5,Micro ATX,192,4,Gray / Black
mobo,Asus, PRIME A620M-A-CSM,563.25,AM5,Micro ATX,192,4,Silver / Black
mobo,MSI, B550M PRO-VDH,551.94,AM4,Micro ATX,128,4,Black
mobo,Asus, ROG Crosshair VIII Hero (WI-FI),3115.43,AM4,ATX,128,4,Black
mobo,Asus, PRIME Z690-P D4,1340.07,LGA1700,ATX,128,4,Silver / Black
mobo,Asus, ROG STRIX B550-E GAMING,1018.26,AM4,ATX,128,4,Black
mobo,Asus, PRIME B760M-K D4,590.59,LGA1700,Micro ATX,64,2,Silver / Black
mobo,MSI, MAG B760M MORTAR WIFI,866.56,LGA1700,Micro ATX,192,4,Black / Silver
mobo,Asus, TUF GAMING B650M-PLUS,1000.62,AM5,Micro ATX,192,4,Black
mobo,ASRock, X570 Taichi Razer Edition,1022.54,AM4,ATX,128,4,Black / Silver
mobo,Gigabyte, A520M H,363.15,AM4,Micro ATX,64,2,Black
mobo,Gigabyte, X570 I AORUS PRO WIFI,1555.55,AM4,Mini ITX,64,2,Black / Silver
mobo,Asus, H110M-C/CSM,389.93,LGA1151,Micro ATX,32,2,Black / Gold
mobo,Asus, PRIME B660M-A AC D4,649.91,LGA1700,Micro ATX,128,4,Silver / Black
mobo,MSI, MAG Z690 TOMAHAWK WIFI,1104.92,LGA1700,ATX,192,4,Black / Silver
mobo,Supermicro, X11SCL-IF,1054.44,LGA1151,Mini ITX,64,2,Green
mobo,Gigabyte, H610M S2H,411.59,LGA1700,Micro ATX,64,2,Brown / Silver
mobo,Asus, Strix B550-XE Gaming WiFi,953.22,AM4,ATX,128,4,Black
mobo,Asus, TUF GAMING A620M-PLUS,720.49,AM5,Micro ATX,192,4,Black / Orange
mobo,MSI, MPG Z690 CARBON WIFI,1906.52,LGA1700,ATX,192,4,Black / Silver
mobo,Supermicro, MBD-X10DRI-O,2846.78,2 x LGA2011-3 Narrow,EATX,1024,16,Black / Green
mobo,MSI, H310M PRO-VDH PLUS,649.52,LGA1151,Micro ATX,32,2,Black
mobo,ASRock, Z690 Taichi,909.89,LGA1700,ATX,192,4,Black / Copper
mobo,ASRock, X570 Phantom Gaming 4,857.93,AM4,ATX,128,4,Black / Silver
mobo,Gigabyte, B760M GAMING X DDR4,722.83,LGA1700,Micro ATX,128,4,Black
mobo,ASRock, B450 Pro4,628.28,AM4,ATX,64,4,Black / Silver
mobo,Gigabyte, B760 DS3H AX DDR4,671.57,LGA1700,ATX,128,4,Black
mobo,Gigabyte, Z690 GAMING X DDR4,996.55,LGA1700,ATX,128,4,Black / Gray
mobo,Asus, PRIME B550M-A/CSM,506.92,AM4,Micro ATX,128,4,Black / White
mobo,Asus, ROG Strix X570-F Gaming,1494.88,AM4,ATX,128,4,Black
mobo,ASRock, A620M-HDV/M.2+,550.81,AM5,Micro ATX,96,2,Gray / Black
mobo,MSI, MPG Z390 GAMING PRO CARBON,1211.77,LGA1151,ATX,128,4,Black / Silver
mobo,Gigabyte, B760M DS3H,731.41,LGA1700,Micro ATX,192,4,Black / Silver
mobo,Gigabyte, H510M H V2,385.29,LGA1200,Micro ATX,64,2,Gray / Brown
mobo,Gigabyte, B550 AORUS PRO AC,1327.59,AM4,ATX,128,4,Black / Orange
mobo,Asus, ProArt B550-CREATOR,1039.88,AM4,ATX,128,4,Black
mobo,NZXT, N7-Z69XT-B1,1169.87,LGA1700,ATX,128,4,Black
mobo,Gigabyte, B760M H DDR4,542.62,LGA1700,Micro ATX,64,2,Brown / Gray
mobo,Asus, PRIME H770-PLUS D4,693.24,LGA1700,ATX,128,4,Silver / Black
mobo,Asus, Pro WS X299 SAGE II,3581.66,LGA2066,SSI CEB,256,8,Black / Silver
mobo,MSI, PRO B760-P WIFI,736.57,LGA1700,ATX,192,4,Black / Silver
mobo,ASRock, B760M Pro RS/D4,563.25,LGA1700,Micro ATX,128,4,Silver / Black
mobo,ASRock, B650E TAICHI,1603.17,AM5,EATX,192,4,Black
mobo,Gigabyte, B650 Gaming X,1009.11,AM5,ATX,192,4,Black
mobo,Asus, PRIME H610M-E D4-CSM,433.26,LGA1700,Micro ATX,64,2,Silver / Black
mobo,Gigabyte, Z390 GAMING X,1169.87,LGA1151,ATX,128,4,Black / Red
mobo,Gigabyte, B760 GAMING X,885.93,LGA1700,ATX,192,4,Black / Gray
mobo,MSI, MPG Z690 FORCE WIFI,1040.09,LGA1700,ATX,192,4,Silver / Black
mobo,Asus, ROG Crosshair VIII Hero,2087.73,AM4,ATX,128,4,Black
mobo,Asus, TUF Z390-PLUS GAMING (WI-FI),1208.91,LGA1151,ATX,128,4,Black / Gold
mobo,Gigabyte, B550 AORUS ELITE AX,874.88,AM4,ATX,128,4,Black
mobo,ASRock, Z790 Taichi,1646.5,LGA1700,EATX,192,4,Black / Gold
mobo,Asus, TUF B450-PLUS GAMING,736.61,AM4,ATX,64,4,Black / Gold
mobo,MSI, MAG Z490 TOMAHAWK,1538.22,LGA1200,ATX,128,4,Black / Silver
mobo,Gigabyte, B760M GAMING X AX,845.84,LGA1700,Micro ATX,192,4,Brown / Black
mobo,Gigabyte, B650M S2H,800.7,AM5,Micro ATX,96,2,Black / Gray
mobo,MSI, PRO Z690-P DDR4,736.57,LGA1700,ATX,128,4,Black / Silver
mobo,Gigabyte, X570 GAMING X,996.55,AM4,ATX,128,4,Black / Silver
mobo,MSI, PRO B660M-A DDR4,1252.24,LGA1700,Micro ATX,128,4,Black / Silver
mobo,ASRock, H610M-HDV,387.5,LGA1700,Micro ATX,64,2,Gray / Black
mobo,Asus, ROG MAXIMUS Z690 APEX,2599.58,LGA1700,ATX,96,2,Black / Silver
mobo,ASRock, Z690 Steel Legend WiFi 6E/D5,823.23,LGA1700,ATX,192,4,Silver / Black
mobo,Asus, TUF GAMING B660M-PLUS WIFI D4,1026.53,LGA1700,Micro ATX,128,4,Black / Orange
mobo,ASRock, B550 Taichi Razer Edition,736.57,AM4,ATX,128,4,Black / Silver
mobo,MSI, A520M PRO,372.64,AM4,Micro ATX,64,2,Black
mobo,Gigabyte, B760 DS3H AX,671.57,LGA1700,ATX,192,4,Gray / Black
mobo,Biostar, H610MH,519.92,LGA1700,Micro ATX,64,2,Gray / Black
mobo,Asus, TUF GAMING B550-PLUS (WI-FI),1076.62,AM4,ATX,128,4,Black
mobo,Gigabyte, X670 GAMING X AX (rev. 1.0),1333.83,AM5,ATX,192,4,Black
mobo,Asus, PRIME Z690-P WIFI D4,1635.19,LGA1700,ATX,128,4,Silver / Black
mobo,Asus, PROART B760-CREATOR D4,779.9,LGA1700,ATX,128,4,Black / Copper
mobo,Asus, ProArt Z690-CREATOR WIFI,2985.44,LGA1700,ATX,192,4,Black / Copper
mobo,ASRock, Z790 LiveMixer,779.9,LGA1700,ATX,192,4,Purple / Black
mobo,MSI, Z270-A PRO,1889.14,LGA1151,ATX,64,4,Brown / Black
mobo,ASRock, B550 PG Velocita,563.25,AM4,ATX,128,4,Silver / Black
mobo,Gigabyte, Z790 UD,1040.18,LGA1700,ATX,192,4,Black
mobo,Asus, ROG Strix X299-E Gaming II,1947.29,LGA2066,ATX,256,8,Black
mobo,Biostar, B450MH,459.38,AM4,Micro ATX,32,2,Black / Yellow
mobo,Asus, PRIME H510M-A,593.1,LGA1200,Micro ATX,64,2,Black / Silver
mobo,Asus, B75M-Plus,1183.0,LGA1155,Micro ATX,32,4,Black / Blue
mobo,Supermicro, X9SRI-F-O,2363.61,LGA2011,ATX,64,8,Green
mobo,ASRock, A620M Pro RS,686.52,AM5,Micro ATX,192,4,Silver / Black
mobo,Gigabyte, X570S AERO G,2287.39,AM4,ATX,128,4,Black / White
mobo,Asus, TUF B450M-PLUS GAMING,1252.24,AM4,Micro ATX,64,4,Black / Gold
mobo,Asus, PRIME H610M-E D4,433.26,LGA1700,Micro ATX,64,2,Silver / Black
mobo,Asus, TUF GAMING Z490-PLUS (WI-FI),1562.48,LGA1200,ATX,128,4,Black
mobo,Asus, PRIME H610M-A D4-CSM,476.59,LGA1700,Micro ATX,64,2,Silver / Black
mobo,Gigabyte, X570 AORUS PRO WIFI,1516.51,AM4,ATX,128,4,Black / Silver
mobo,ASRock, B550 PG Riptide,571.91,AM4,ATX,128,4,Black / Silver
mobo,ASRock, B450M-HDV,368.69,AM4,Micro ATX,32,2,Black / Silver
mobo,Intel, DH61AG,706.63,LGA1155,Thin Mini ITX,16,2,Black / Blue
mobo,MSI, MAG Z390 TOMAHAWK,1244.96,LGA1151,ATX,128,4,Black / Silver
mobo,Asus, ProArt B660-CREATOR D4,736.57,LGA1700,ATX,128,4,Black
mobo,ASRock, A520M Phantom Gaming 4,414.49,AM4,Micro ATX,128,4,Black
mobo,Asus, Prime Z370-P,1045.55,LGA1151,ATX,64,4,Black / Silver
mobo,NZXT, N5 Z690,1016.05,LGA1700,ATX,128,4,Black / White
mobo,ASRock, Z790M PG LIGHTNING/D4,868.72,LGA1700,Micro ATX,128,4,Black
mobo,Asus, PRIME B650M-A AX,848.88,AM5,Micro ATX,128,4,Black / Silver
mobo,ASRock, Z790 Pro RS/D4,841.21,LGA1700,ATX,128,4,Silver / Black
mobo,Gigabyte, B550 GAMING X,693.24,AM4,ATX,128,4,Black / Silver
mobo,Asus, MAXIMUS Z690 HERO EVA,2232.14,LGA1700,ATX,128,4,Purple / Green
mobo,Gigabyte, Z690 AORUS ULTRA,1083.21,LGA1700,ATX,192,4,Black
mobo,ASRock, Z390 Phantom Gaming 4,866.56,LGA1151,ATX,128,4,Black / Silver
mobo,Asus, TUF GAMING Z690-PLUS D4,1180.35,LGA1700,ATX,128,4,Black / Silver
mobo,MSI, PRO H610M-G,519.92,LGA1700,Micro ATX,96,2,Black
mobo,Gigabyte, Z590 UD AC,1331.92,LGA1200,ATX,128,4,Black
mobo,Asus, TUF GAMING A520M-PLUS,602.24,AM4,Micro ATX,128,4,Black
mobo,Asus, Pro H510M-CT/CSM,368.26,LGA1200,Micro ATX,64,2,Green
mobo,ASRock, H610M-HVS/M.2 R2.0,394.52,LGA1700,Micro ATX,64,2,Black / Silver
mobo,Asus, PRIME B450M-A/CSM,814.6,AM4,Micro ATX,64,4,Black / Silver
mobo,Gigabyte, B550 AORUS ELITE,1018.21,AM4,ATX,128,4,Black / Silver
mobo,Gigabyte, Z390 AORUS ULTRA,1429.85,LGA1151,ATX,128,4,Black / Silver
mobo,Asus, TUF GAMING B460M-PLUS (WI-FI),1226.33,LGA1200,Micro ATX,128,4,Black / Gold
mobo,MSI, MEG Z590 UNIFY-X,1343.71,LGA1200,ATX,128,4,Black
mobo,Asus, PRIME B450M-K,736.18,AM4,Micro ATX,32,2,Black
mobo,Asus, TUF GAMING B450M-PRO II,851.74,AM4,Micro ATX,128,4,Black / Yellow
mobo,Asus, TUF GAMING Z790-PLUS D4,1340.02,LGA1700,ATX,128,4,Black
mobo,Gigabyte, Z390 AORUS ELITE,1213.2,LGA1151,ATX,128,4,Black / Silver
mobo,Asus, ROG MAXIMUS XIII HERO,2591.13,LGA1200,ATX,128,4,Black
mobo,Asus, WS X299 SAGE/10G,2595.47,LGA2066,SSI CEB,128,8,Black / Silver
mobo,Asus, Pro B550M-C/CSM,443.05,AM4,Micro ATX,128,4,Green
mobo,MSI, Z270 GAMING PRO CARBON,1761.32,LGA1151,ATX,64,4,Black / Silver
mobo,Supermicro, MBD-X10SRL-F-O,2217.8,LGA2011-3 Narrow,ATX,1024,8,Black / Green
mobo,Gigabyte, B660I AORUS Pro DDR4,1498.18,LGA1700,Mini ITX,64,2,Black
mobo,Asus, ROG Crosshair VIII Formula,2323.61,AM4,ATX,128,4,Black
mobo,Gigabyte, Z390 AORUS MASTER,1643.85,LGA1151,ATX,128,4,Black / Silver
mobo,MSI, MPG Z490 GAMING CARBON WIFI,1512.22,LGA1200,ATX,128,4,Black / Silver
mobo,MSI, MPG Z690 EDGE WIFI,1735.58,LGA1700,ATX,192,4,
mobo,Asus, ROG STRIX Z590-A GAMING WIFI,1988.85,LGA1200,ATX,128,4,Silver / Black
mobo,Gigabyte, Z690 AORUS ELITE AX,866.56,LGA1700,ATX,192,4,Black
mobo,Gigabyte, B760 GAMING X AX DDR4,887.05,LGA1700,ATX,128,4,Black
mobo,Gigabyte, GA-Z97X-SLI,1650.83,LGA1150,ATX,32,4,Black / Red
mobo,ASRock, X370 Pro4,479.79,AM4,ATX,64,4,Black / White
mobo,MSI, H510M PRO,866.17,LGA1200,Micro ATX,64,2,Beige
mobo,Gigabyte, Z790 D DDR4,1066.39,LGA1700,ATX,128,4,Black
mobo,Asus, TUF GAMING B550M-PLUS (WI-FI),1134.03,AM4,Micro ATX,128,4,Black
mobo,Asus, ROG STRIX B560-A GAMING WIFI,1187.24,LGA1200,ATX,128,4,Black / Silver
mobo,Gigabyte, B760M GAMING DDR4,577.76,LGA1700,Micro ATX,64,2,Black / Red
mobo,Asus, PRIME B650M-A II-CSM,703.68,AM5,Micro ATX,192,4,Silver / Black
mobo,Asus, ROG Crosshair VIII Impact,2528.09,AM4,Mini DTX,64,2,Black
mobo,Asus, PRIME H310M-E,745.58,LGA1151,Micro ATX,32,2,Silver / Black
mobo,ASRock, H310CM-HDV,649.91,LGA1151,Micro ATX,32,2,Black
mobo,ASRock, X299 Taichi CLX,953.22,LGA2066,ATX,256,8,Black / Silver
mobo,Asus, PRIME B550M-A (WI-FI),907.76,AM4,Micro ATX,128,4,Black / White
mobo,ASRock, AB350M Pro4,955.43,AM4,Micro ATX,64,4,Black / White
mobo,Gigabyte, Z590 VISION G,1515.21,LGA1200,ATX,128,4,Black / White
mobo,Asus, PRIME Z270-P,1542.5,LGA1151,ATX,64,4,Black / Silver
mobo,Gigabyte, X570 AORUS XTREME,3322.98,AM4,EATX,128,4,Black / Silver
mobo,MSI, MAG B660M MORTAR DDR4,1048.59,LGA1700,Micro ATX,128,4,Black / Silver
mobo,Gigabyte, B760 AORUS ELITE AX DDR4,1067.26,LGA1700,ATX,128,4,Black / Silver
mobo,Gigabyte, Z690 AORUS PRO,1863.15,LGA1700,ATX,192,4,Black
mobo,Asus, Rampage IV Black Edition,5246.92,LGA2011,EATX,128,8,Black / Red
mobo,ASRock, Z690 Phantom Gaming 4,909.89,LGA1700,ATX,128,4,Black / Silver
mobo,Asus, ROG MAXIMUS XII HERO (WI-FI),2253.12,LGA1200,ATX,128,4,Black
mobo,ASRock, A520M Pro4,418.96,AM4,Micro ATX,128,4,Black / Silver
mobo,Gigabyte, Z790 AORUS ELITE AX-W,1586.18,LGA1700,ATX,192,4,Silver / Black
mobo,Gigabyte, GA-Z97X-UD5H,1761.32,LGA1150,ATX,32,4,Black / Gold
mobo,ASRock, Z370 Extreme4,4048.02,LGA1151,ATX,64,4,Black / Silver
mobo,ASRock, B550 Extreme4,682.06,AM4,ATX,128,4,Blue / Black
mobo,Gigabyte, Z690 AERO G DDR4,1046.2,LGA1700,ATX,128,4,Black / Silver
mobo,Gigabyte, Z390 AORUS PRO,1604.29,LGA1151,ATX,128,4,Black / Silver
mobo,Supermicro, C9Z390-PGW,3418.69,LGA1151,ATX,128,4,Black
mobo,Asus, PRO Q570M-C/CSM,714.9,LGA1200,Micro ATX,128,4,Green / Black
mobo,Gigabyte, A520M DS3H,523.86,AM4,Micro ATX,128,4,Black
mobo,Asus, ROG STRIX Z590-I GAMING WIFI,1945.52,LGA1200,Mini ITX,64,2,Black
mobo,Supermicro, X11SCL-LN4F,1314.55,LGA1151,Micro ATX,128,4,Green
mobo,Gigabyte, Z790 AORUS ELITE DDR4,1116.83,LGA1700,ATX,128,4,Black
mobo,Gigabyte, Z490 AORUS ELITE AC,1516.51,LGA1200,ATX,128,4,Black / Silver
mobo,Asus, TUF GAMING B760M-E D4,773.35,LGA1700,Micro ATX,128,4,Black / Orange
mobo,Biostar, B550MH,605.15,AM4,Micro ATX,64,2,Black
mobo,Gigabyte, H610M H,483.78,LGA1700,Micro ATX,64,2,Brown / Silver
mobo,Asus, PRIME H570M-PLUS/CSM,866.56,LGA1200,Micro ATX,128,4,Black / Silver
mobo,Gigabyte, Z490 VISION G,1863.15,LGA1200,ATX,128,4,White / Black
mobo,ASRock, B760I Lightning WiFi,736.57,LGA1700,Mini ITX,96,2,Black
mobo,Asus, PRIME B650M-A-CSM,701.12,AM5,Micro ATX,128,4,Silver / Black
mobo,Gigabyte, B660 GAMING X AX DDR4,756.67,LGA1700,ATX,128,4,Black
mobo,Asus, TUF GAMING H670-PRO WIFI D4,866.56,LGA1700,ATX,128,4,Gray / Black
mobo,Asus, Pro B650M-CT-CSM,649.91,AM5,Micro ATX,192,4,Green / Black
mobo,Asus, TUF GAMING B760M-PLUS,899.57,LGA1700,Micro ATX,192,4,Black / Orange
mobo,ASRock, B550 Taichi,1307.14,AM4,ATX,128,4,Gold / Black
mobo,Asus, Pro B760M-CT-CSM,563.25,LGA1700,Micro ATX,192,4,Green / Black
